LPhenotypeID;LabType;Units;MinResult;MaxResult;ResultSet
30226143;Beauty;USD;27091.38713;83300.56838;visa
59471823;Computers;CZK;4190.72388;68335.16141;jcb
38564411;Jewelery;CZK;1320.86425;87954.56719;mastercard
33450913;Baby;VND;16230.53009;59923.23131;visa-electron
72980286;Automotive;CNY;29940.63472;60222.25721;visa-electron
98331265;Shoes;IDR;4314.03176;59308.17943;instapayment
34726900;Sports;RUB;26024.24313;61624.39589;bankcard
6238011;Home;SEK;28384.92751;52409.69274;visa-electron
29430161;Toys;UAH;41608.61049;81622.10739;jcb
87967224;Grocery;CNY;37763.54349;56898.02581;jcb
41769046;Electronics;EUR;19685.94074;76862.16067;jcb
37877141;Health;VND;16841.28328;54174.60043;jcb
93801161;Books;PEN;46951.39189;58307.79334;jcb
57239765;Clothing;ARS;28227.54687;81316.52641;instapayment
62479070;Home;USD;24930.32371;92940.89902;jcb
30811150;Sports;PLN;27134.53203;69406.77555;jcb
24815391;Jewelery;MXN;1392.74471;83141.77903;jcb
98649938;Shoes;SEK;5404.76842;82828.02539;china-unionpay
90833530;Baby;CNY;48931.52162;54167.57744;laser
82157222;Grocery;CAD;3045.61395;62820.65318;jcb
55578308;Health;CNY;35319.69257;90485.13199;laser
88795948;Games;RUB;39586.47626;76910.18025;jcb
37181434;Grocery;IDR;45376.39029;60414.16866;mastercard
22359738;Sports;MOP;42672.30946;86116.56798;jcb
68915095;Kids;EUR;30640.7257;85776.78415;diners-club-carte-blanche
58023014;Grocery;SEK;20184.02056;67847.30341;jcb
16425057;Health;CUP;32812.00795;97117.35053;diners-club-enroute
18882268;Baby;IDR;24348.24487;65661.34133;diners-club-enroute
45172043;Health;LKR;20595.97524;80569.97608;jcb
99398479;Books;EUR;13942.34036;69198.654;jcb
90324654;Electronics;PLN;25485.27646;77730.93903;americanexpress
97100516;Grocery;EUR;17659.99008;63585.1936;jcb
37138825;Movies;RUB;3291.85167;58617.99262;mastercard
11553763;Automotive;EUR;25293.10237;59146.79848;instapayment
5795017;Baby;SEK;16882.1253;73721.08639;instapayment
39080071;Games;CNY;26381.09178;65798.48698;jcb
62994015;Kids;IDR;30265.99593;81611.05449;laser
64677045;Books;JMD;41697.47137;62184.22328;jcb
94834245;Kids;IDR;8375.2187;51329.38532;maestro
20112359;Beauty;YER;35256.20058;62979.50278;jcb
56905519;Grocery;IDR;34854.3706;85727.19372;bankcard
26445865;Electronics;HRK;43661.48726;51395.09817;jcb
42129353;Tools;USD;27531.91863;77962.06186;jcb
88126627;Sports;THB;33600.99759;99498.70341;jcb
45243218;Shoes;KRW;49050.32461;94361.97391;jcb
