ICDCodeID;ICDCode;ICDType;ICDDesc
128208;S52035E;procedure;Nondisp fx of olecran pro w intartic extn l ulna, 7thE
210670;S72336J;procedure;Nondisp oblique fx shaft of unsp femr, 7thJ
531967;R402130;procedure;Coma scale, eyes open, to sound, unspecified time
426562;T23411;procedure;Corrosion of unspecified degree of right thumb (nail)
722639;M02169;diagnosis;Postdysenteric arthropathy, unspecified knee
911333;S06811S;diagnosis;Inj r int crtd, intcr w LOC of 30 minutes or less, sequela
507520;P510;procedure;Massive umbilical hemorrhage of newborn
804563;N469;procedure;Male infertility, unspecified
138526;S29029;diagnosis;Laceration of muscle and tendon of unsp wall of thorax
157269;Z96639;diagnosis;Presence of unspecified artificial wrist joint
583213;M9901;diagnosis;Segmental and somatic dysfunction of cervical region
952800;B965;diagnosis;Pseudomonas (mallei) causing diseases classd elswhr
863604;T23632A;procedure;Corros 2nd deg mul left fingers (nail), not inc thumb, init
976393;M79621;procedure;Pain in right upper arm
222250;W6122XD;procedure;Struck by other psittacines, subsequent encounter
722356;S0591XD;diagnosis;Unspecified injury of right eye and orbit, subs encntr
206756;S5420;diagnosis;Injury of radial nerve at forearm level, unspecified arm
596934;S02641D;procedure;Fracture of ramus of right mandible, 7thD
591180;M8659;procedure;Other chronic hematogenous osteomyelitis, multiple sites
590205;T507X6A;diagnosis;Underdosing of analeptics and opioid receptor antag, init
866605;M3390;diagnosis;Dermatopolymyositis, unsp, organ involvement unspecified
254345;S82222G;procedure;Displ transverse fx shaft of l tibia, 7thG
651858;F520;diagnosis;Hypoactive sexual desire disorder
258183;Z8661;procedure;Personal history of infections of the central nervous system
989165;M8965;procedure;Osteopathy after poliomyelitis, thigh
198054;S32691S;diagnosis;Other specified fracture of right ischium, sequela
842564;T22142;diagnosis;Burn of first degree of left axilla
583588;Z373;diagnosis;Twins, one liveborn and one stillborn
143041;T84050A;diagnosis;Periprosth osteolysis of internal prosthetic r hip jt, init
462688;S62359S;diagnosis;Nondisp fx of shaft of unspecified metacarpal bone, sequela
342971;S20161;procedure;Insect bite (nonvenomous) of breast, right breast
627584;S62394G;diagnosis;Oth fx fourth MC bone, right hand, subs for fx w delay heal
459588;T5791XA;diagnosis;Toxic effect of unsp inorganic substance, accidental, init
518733;T17808;diagnosis;Unsp foreign body in oth prt resp tract causing oth injury
418669;H8391;procedure;Unspecified disease of right inner ear
527685;S52233B;procedure;Displ oblique fx shaft of unsp ulna, 7thB
701222;N400;diagnosis;Benign prostatic hyperplasia without lower urinry tract symp
739943;I69213;diagnosis;Psychomotor deficit following other ntrm intcrn hemorrhage
455632;T85694;diagnosis;Other mechanical complication of insulin pump
942927;S49;diagnosis;Other and unspecified injuries of shoulder and upper arm
849356;M9303;diagnosis;Acute on chronic slipped upper femoral epiphysis
673596;T476X5S;procedure;Adverse effect of antidiarrheal drugs, sequela
540079;S39002D;diagnosis;Unsp injury of muscle, fascia and tendon of lower back, subs
534256;H11413;diagnosis;Vascular abnormalities of conjunctiva, bilateral
213958;S52009P;diagnosis;Unsp fx upper end of unsp ulna, subs for clos fx w malunion
336515;S3123;diagnosis;Puncture wound without foreign body of penis
320540;M84642;diagnosis;Pathological fracture in other disease, left hand
781357;S52131S;procedure;Displaced fracture of neck of right radius, sequela
722223;T84021D;procedure;Dislocation of internal left hip prosthesis, subs encntr
793040;T84092D;diagnosis;Mech compl of internal right knee prosthesis, subs encntr
481838;P130;procedure;Fracture of skull due to birth injury
800762;S43306D;diagnosis;Dislocation of unsp parts of unsp shoulder girdle, subs
957773;M833;diagnosis;Adult osteomalacia due to malnutrition
541325;S52592E;diagnosis;Oth fx of low end l rad, 7thE
456428;V883XXS;procedure;Person injured in clsn betw car and bus, nontraf, sequela
728074;S02102D;diagnosis;Fracture of base of skull, left side, 7thD
579113;S2612XD;procedure;Laceration of heart without hemopericardium, subs encntr
947689;Y36190A;procedure;War operations involving oth dest arcrft, milt, init
956599;S72465P;procedure;Nondisp suprcndl fx w intrcndl extn low end l femr, 7thP
713867;T6332;procedure;Toxic effect of venom of tarantula
190444;V219XXA;procedure;Unsp mtrcy rider injured in clsn w pedl cyc in traf, init
828543;S72452P;diagnosis;Displ suprcndl fx w/o intrcndl extn low end l femr, 7thP
658202;M23;diagnosis;Internal derangement of knee
260522;W5602XA;diagnosis;Struck by dolphin, initial encounter
387671;M67843;procedure;Other specified disorders of tendon, right hand
277437;A312;procedure;Dissem mycobacterium avium-intracellulare complex (DMAC)
336120;T8069XA;procedure;Other serum reaction due to other serum, initial encounter
369033;Y93E2;diagnosis;Activity, laundry
473926;S52231C;procedure;Displ oblique fx shaft of r ulna, 7thC
362404;V707XXA;diagnosis;Person outside bus injured in clsn w ped/anml in traf, init
194849;S82852K;diagnosis;Displ trimalleol fx l low leg, subs for clos fx w nonunion
787275;V00818S;diagnosis;Other accident with wheelchair (powered), sequela
525250;T23751D;procedure;Corrosion of third degree of right palm, subs encntr
410554;C75;diagnosis;Malignant neoplasm of endo glands and related structures
598500;T561X;diagnosis;Toxic effects of mercury and its compounds
902171;Y28;procedure;Contact with sharp object, undetermined intent
993616;M86442;diagnosis;Chronic osteomyelitis with draining sinus, left hand
824220;O3121X3;procedure;Cont preg aft uterin dth of one fts or more, first tri, fts3
141886;M19272;procedure;Secondary osteoarthritis, left ankle and foot
538495;Q751;diagnosis;Craniofacial dysostosis
222010;S22068D;procedure;Oth fx T7-T8 thor vertebra, subs for fx w routn heal
696722;T182;diagnosis;Foreign body in stomach
337436;H44011;procedure;Panophthalmitis (acute), right eye
485333;Z0131;procedure;Encounter for exam of blood pressure w abnormal findings
733703;T84629S;procedure;Infect/inflm react due to int fix of unsp bone of leg, sqla
172171;V264;procedure;Mtrcy driver injured in collision w nonmtr vehicle in traf
131164;S53005D;procedure;Unspecified dislocation of left radial head, subs encntr
304536;Y36591D;procedure;War op w oth effects of nuclear weapons, civilian, subs
954009;S12391A;procedure;Oth nondisp fx of fourth cervical vertebra, init for clos fx
901430;G8193;procedure;Hemiplegia, unspecified affecting right nondominant side
661399;S45119;procedure;Laceration of brachial artery, unspecified side
364356;V9541;diagnosis;Spacecraft crash injuring occupant
526661;T63071;diagnosis;Toxic effect of venom of Australian snake, accidental
676950;S9780XA;procedure;Crushing injury of unspecified foot, initial encounter
699486;W5541XD;diagnosis;Bitten by pig, subsequent encounter
902422;T520X2S;diagnosis;Toxic effect of petroleum products, self-harm, sequela
626574;S061X4A;procedure;Traumatic cerebral edema w LOC of 6 hours to 24 hours, init
745673;S82402E;diagnosis;Unsp fx shaft of l fibula, 7thE
724221;V1950XS;procedure;Pedl cyc pasngr injured in clsn w unsp mv in traf, sequela
192588;S0532XA;diagnosis;Ocular lac w/o prolaps/loss of intraoc tissue, l eye, init
968571;S37042A;procedure;Minor laceration of left kidney, initial encounter
899966;I97130;diagnosis;Postprocedural heart failure following cardiac surgery
909238;Y92821;diagnosis;Forest as the place of occurrence of the external cause
648961;T582X1A;diagnosis;Tox eff of carb monx fr incmpl combst dmst fuel, acc, init
258967;I630;diagnosis;Cerebral infarction due to thrombosis of precerb arteries
260518;S62665G;procedure;Nondisp fx of dist phalanx of l rng fngr, 7thG
969138;V9210;diagnosis;Drown due to being thrown overboard by motion of merch ship
876734;T63311A;procedure;Toxic effect of venom of black widow spider, acc, init
735920;O9270;diagnosis;Unspecified disorders of lactation
394810;S72041F;diagnosis;Disp fx of base of nk of r femr, 7thF
492006;K821;diagnosis;Hydrops of gallbladder
837089;H47319;procedure;Coloboma of optic disc, unspecified eye
247066;M20032;diagnosis;Swan-neck deformity of left finger(s)
907727;S36490S;diagnosis;Other injury of duodenum, sequela
588469;M456;diagnosis;Ankylosing spondylitis lumbar region
209893;S72452C;diagnosis;Displ suprcndl fx w/o intrcndl extn low end l femr, 7thC
839426;O690XX5;diagnosis;Labor and delivery complicated by prolapse of cord, fetus 5
235393;T23102A;procedure;Burn of first degree of left hand, unsp site, init encntr
999254;V322XXS;diagnosis;Person outsd 3-whl mv inj in clsn w 2/3-whl mv nontraf, sqla
383601;S069X4S;procedure;Unsp intracranial injury w LOC of 6-24 hrs, sequela
206582;W6102XD;diagnosis;Struck by parrot, subsequent encounter
996736;S93523S;diagnosis;Sprain of MTP joint of unsp great toe, sequela
165597;S60132D;procedure;Contusion of left middle finger w damage to nail, subs
701970;S648;diagnosis;Injury of other nerves at wrist and hand level
235307;L98414;diagnosis;Non-pressure chronic ulcer of buttock with necrosis of bone
693374;T50A16A;procedure;Undrdose of pertussis vaccine, inc combin w pertuss, init
486092;I379;diagnosis;Nonrheumatic pulmonary valve disorder, unspecified
208607;T465X3A;diagnosis;Poisoning by oth antihypertensive drugs, assault, init
177263;S52601B;diagnosis;Unsp fx lower end of right ulna, init for opn fx type I/2
315272;V700XXA;procedure;Driver of bus injured in collision w ped/anml nontraf, init
376781;Y37591S;procedure;Military op w oth effects of nuclear weapons, civ, sequela
448234;T63813D;procedure;Toxic effect of contact w venomous frog, assault, subs
122316;K08122;procedure;Complete loss of teeth due to periodontal diseases, class II
132565;M25076;procedure;Hemarthrosis, unspecified foot
737875;M84562P;procedure;Path fx in neopltc disease, l tibia, subs for fx w malunion
457150;L10;procedure;Pemphigus
303441;S60051A;procedure;Contusion of right little finger w/o damage to nail, init
584755;F19939;procedure;Other psychoactive substance use, unsp with withdrawal, unsp
543166;S76809A;procedure;Unsp injury of musc/fasc/tend at thi lev, unsp thigh, init
119771;T43025A;diagnosis;Adverse effect of tetracyclic antidepressants, init encntr
853752;S42022B;diagnosis;Disp fx of shaft of left clavicle, init for opn fx
537740;S5291;procedure;Unspecified fracture of right forearm
240797;O352XX0;diagnosis;Maternal care for hereditary disease in fetus, unsp
779489;S62331S;diagnosis;Disp fx of neck of second MC bone, left hand, sequela
767962;S43315A;diagnosis;Dislocation of left scapula, initial encounter
210557;H6520;diagnosis;Chronic serous otitis media, unspecified ear
881850;T468X;procedure;Antivaricose drugs, including sclerosing agents
859491;S0240DK;procedure;Maxillary fracture, left side, 7thK
715015;V94818A;diagnosis;Oth water transport accident w military wtrcrft, init
666393;I6341;diagnosis;Cerebral infrc due to embolism of middle cerebral artery
403017;C8465;procedure;Anaplstc lg cell lymph, ALK-pos, nodes of ing rgn & low lmb
972975;T39012;diagnosis;Poisoning by aspirin, intentional self-harm
274328;S92322K;diagnosis;Disp fx of 2nd metatarsal bone, l ft, subs for fx w nonunion
190664;M8453;diagnosis;Pathological fracture in neoplastic disease, ulna and radius
811209;S01401S;diagnosis;Unsp open wound of right cheek and TMJ area, sequela
661226;H16419;diagnosis;Ghost vessels (corneal), unspecified eye
722673;H04542;diagnosis;Stenosis of left lacrimal canaliculi
625008;T3880;procedure;Unsp hormones and synthetic substitutes
866967;S1329;diagnosis;Dislocation of other parts of neck
900159;S82042M;diagnosis;Displ commnt fx l patella, 7thM
522103;S92042P;diagnosis;Displ oth fx tuberosity of l calcaneus, 7thP
234178;S72362A;diagnosis;Displaced segmental fracture of shaft of left femur, init
556942;S92053D;diagnosis;Displ oth extrartic fx unsp calcaneus, 7thD
994740;T4551;procedure;Anticoagulants
624645;H59032;procedure;Cystoid macular edema following cataract surgery, left eye
467154;S90423A;diagnosis;Blister (nonthermal), unspecified great toe, init encntr
302190;M79675;diagnosis;Pain in left toe(s)
426316;W6152XA;diagnosis;Struck by goose, initial encounter
926535;V770XXD;procedure;Driver of bus injured in clsn w statnry object nontraf, subs
104281;S82252A;diagnosis;Displaced comminuted fracture of shaft of left tibia, init
125775;S62313B;procedure;Disp fx of base of third MC bone, left hand, init for opn fx
145429;S82433J;procedure;Displ oblique fx shaft of unsp fibula, 7thJ
719872;E299;procedure;Testicular dysfunction, unspecified
955841;T366X4D;diagnosis;Poisoning by rifampicins, undetermined, subsequent encounter
295835;S82431E;diagnosis;Displ oblique fx shaft of r fibula, 7thE
872134;I5032;diagnosis;Chronic diastolic (congestive) heart failure
269182;T39391A;procedure;Poisoning by oth nonsteroid anti-inflam drugs, acc, init
800502;L03891;procedure;Acute lymphangitis of head [any part, except face]
766623;S43422D;procedure;Sprain of left rotator cuff capsule, subsequent encounter
129416;M624;procedure;Contracture of muscle
268225;T3272;procedure;Corros 70-79% of body surface w 20-29% third degree corros
931262;S13101S;diagnosis;Dislocation of unspecified cervical vertebrae, sequela
474718;T46901;diagnosis;Poisoning by unsp agents aff the cardiovasc sys, accidental
765827;S52281;procedure;Bent bone of right ulna
685278;H66016;procedure;Acute suppr otitis media w spon rupt ear drum, recurrent, bi
858643;M71321;diagnosis;Other bursal cyst, right elbow
726070;S53441;diagnosis;Ulnar collateral ligament sprain of right elbow
696516;S59109P;diagnosis;Unsp physl fx upr end rad, unsp arm, subs for fx w malunion
753964;S93506S;diagnosis;Unspecified sprain of unspecified lesser toe(s), sequela
